#1 tweet_content	#2 country_label
صباح الخير الخريه اللى بحذايا ضربت جمعه ونص مريضه والبارح رجعت ورجعنا للماكله على البيرو والسلفيات والتليفونات مع امها وراجلها وزبور خالتها ىعنى فى الليل نبات فى المحطه متع المترو جره الغاليه والنجم	Tunisia
ولهان اشوفك صدق ولهان ولهان وافز لا جابوا لك الناس سيره	Kuwait
اهم شيء الاشناب ىابىبى	Libya
ربى ىهدى الجميع كل واحد عندو راى يا اخى	Algeria
الاعلامى سامر مولوى سامريات نيوز اسعد الله صباحكم واليكم ابرز الانشطه الثقافيه لهذا الاسبوع على الشكل	Lebanon
ايه الصدمه دى	Egypt
يا عم سيبك منه داا مش بيفهم حاجه	Egypt
افشخ شخصيتين فى المسلسل	Egypt
هاذى هى الجزائر لى راك حابها تكون لى يخالف الراى تسبو باش تبرد	Algeria
اتامرون الناس بالبر وتنسون انفسكم وانتم تتلون الكتاب افلا تعقلون البقره	Saudi_Arabia
انا الابراج الاسد	Sudan
احط نفسك باشخاص سعداء وايجابيين ممن يشاركونك قيمك واهدافك فالاشخاص الذين يمتلكون المبادئ ذاتها سيشجعونك على تحقيق اهدافك	Saudi_Arabia
دنا وارونه ما در اون زندگ منم حون مثل ان اصل نصب نا نجب وطن شرف فتار زالو زامب سگ پدر مدافع حقو بشر اونه	Tunisia
بحبك يا ستامونى مهما الناس لامونى	Egypt
ترقبوا معنا غدا سال الاسبوع الرابع والاخير من المسابقه الرمضانيه رمضان كريم	Saudi_Arabia
كذالك لاننسا جهود اخوانا الغواصين فى خصب وكمزار وكذلك بلديه خصب مشكوره للاسراع بحتوى المشكله باسرع وقت قبل توسعها لما لماده القار من خطوره على الثروه السمكيه والحياه البحريه فلهم الف تحيه وشكر وتقدير شبكه هواه صيدالاسماك	Oman
سال مهم احتاج اجابه هل ممكن احد يخترق الايفون ويرسل لرقم غريب حصلت لى	Saudi_Arabia
محلاك يا زياد	Algeria
مش هتفرق بعدين عشان العين بتكره الحاجب	Egypt
كويزات ميدات شيتات كويزات فاينال جرا ايه هندسه	Egypt
غدا اليسا تلتقى بجمهورها فى السويد	Libya
مبروك دفاعك عن النصر خلااك تطلع بصندقه الخشبيه استمر وكثر سب الهلال راح تستلم منصب فى الاتحاد السعودى	Saudi_Arabia
لهذا الرجل كل التحيه والتقدير سلام الاغا	Palestine
هو محدش قالك انى ناويه المركز الاول ولا اى	Morocco
لو عبدالرحمن ما انجزش اه عشان خلقى بقى ضيق ومش عايزه اعطله على خدمه الوتن	Egypt
مالى ثمانيه قتلى فى هجوم استهدف سياره للدرك	Mauritania
الكوردى الذى لم يصوت لصالح الاستفتاء هو قطعا لس كورديا ولايحق له التكلم باسم الاكراد	Iraq
مش معنى انى مت من السرير واخدت دوش وفطرت شربت نسكافيه ىبقى كده انا صحيت لا خالص	Egypt
ربى ارضنى بقضائك حتى لا احب تعجيل ما اخرت ولا تاخير ما عجلت على اللهم اعطنى ماتراه خير لى	Algeria
اجلددنى يا اتحااد يا لبيه	Bahrain
قيل فى الاخ هو ذلك الجبل الذى اسند عليه نفسى عند الشدائد وكيف لا حبه ورب الكون قال فيه نشد عضدك باخيك	Morocco
تبدا ايه يا محمد	Egypt
محاكمه ومعها جو من المزاح وتغذيه عقل البنت اضافه للمعامله الجيده من القاضى وطريقه ايصاله لرساله قيمه لوالدى البنت انها امريكا	Algeria
هه دعوه تمسح الكبد ىاحنى	Libya
عظم الله اجركم الله يرحمه ويغفر له ويغمد روحه الجنه	Oman
شكرا خاص لمعالى المستشار على دعمه للشباب وانا مثال بسيط على هالدعم وشكرا للاستاذ على وقفته معاى دايما وحرصه وشكرا للتنظيم الرائع جدا واهتمامهم فىنى وبكل التفاصيل والشكر الاكبر لكم انتم لحضوركم حفله ماراح انساها	Saudi_Arabia
تقريبا من الحرائق انطفت عنا	Syria
نهارك اسود ايه الصوره دى ده انا هخلى توتير نيله عليكو كلكو بس يا عم لحد هنا وخلص الكلام	Egypt
الحمدلله يارب انى مب ساكنه هناك	Syria
الا ان شهركم قد اخذ فى النقص فزيدوا انتم فى العمل ولا تنقصوا	Algeria
بوسكيتس اللى ناكبنا كل سنه بوسكيتس الفلاح	Iraq
كله ذا بو يعلمك بروبىلىتى	Oman
اهو لسه بقول ايه علشان تعرفوا بس اننا بنعانى	Egypt
خلاص ياستى حصل خيربس برده انامش مع ان التوقيت الصيفى يتغير لانه هياثرعلى مواعيدشغلنافى الصيف	Egypt
كانت تضيئ كل باهت تمر عليه حتى هتت هى ولم ضيئ ها احد	Egypt
اذا بتسدد اضقط يجيبها صارثخ وفى المرمى	Syria
الصداقه زهره بيضاء تنبت فى القلب تتفتح فى القلب لكنها لا تذبل	Egypt
عرب كنا لازلنا عرب	Jordan
كيف كذا تفقد عذريتها اذا كشفت وكذا اول مره اعرف	Saudi_Arabia
الحياه اختبار اذا استجاب الله دعاءك فهو يزيد من ايمانك واذا تاخر فى الاجابه فهو يزيد من صبرك واذا لم يجيب فهو يحمل لك الاجمل صباحكم ثقه بالله	Algeria
صدق الله العظيم	Algeria
هناك ناس فقراء جدا لا يملكون سوا المال	Lebanon
الس اده ان كسب اش اصا لا جيد ون التص نع ولايت لاعب ون بالاقنع غى اع ينه ول كن لا غيب لوبهم ابد	Oman
برمان يحيى بندر طلعو مصابين الزج بهم فى مباراه دبا الحصن اعتبره اهمال بالمقابل كثر الله خير شيابنا صغير يغلط بيتعلم لكن خبره يغلط راح عليه فرصه انشوف اندريا بديل باجر اذا ما قدر الوسط يحرك الهجوم شيو يمتاز بالسرعه العرضيات التسديد الراس كذلك فرصه	Morocco
فغدا لا تعرف البسمه الى ثغره منفذا ولا العبوس من بين شفتيه مخرجا ولا الانطلاق الى جبينه المقط مدخلا	Libya
بقل ادبى عليه بس لانه نفس قبىلتى	United_Arab_Emirates
هو انا لازم اروح الامتحان	Egypt
اتذكر انك اسعدتنى يوم لست ذلك الس وء لانسى كل شيء	Saudi_Arabia
عبدالله ناكر الازلام محاكمتهمش وجاى لعبد الجليل طول	Libya
اذكار الصباح المساء ان شاء الله بتجيك عوجه تبب	Sudan
مازال يقصد بها الاخبار لازال يقصد بها الدعاء	Iraq
تفاصيل الليله الحالكه التى مرت على تركيا والاسباب الحقيقيه وراء فشلها شاهدها وريتويت لاصدقاءك	Yemen
نفس ما دار معمر فى يقصف فى المساجد يخاف من التكبير	Libya
ياصاحب الل طف الخفى نجنا ما نخاف	Saudi_Arabia
اللهم يا من اقسمت بالفجر وليال عشر بارك لاحبتى هذه العشر ارحمنا يوم الحشر واصرف عنا كل شر واجعل لنا من كل عسر يسر ويسر لنا صيام عرفات	Algeria
معليش اخى احمد احتلال مين وكيف وانا مافهمت شى بيحان محتله من قبل مين ممكن اعرف لو سحمت	Yemen
مطلوب لشركه الماس للمياه المعباه الوظيفه التاليه مدير التسويق والمبيعات	Jordan
اسعد شخص بالعالم الان اللى حاط فاردى اساسى وكابتن فى لعبه الفانتسى	Saudi_Arabia
انت اهبل مش عاقل خالص	Egypt
وب انت ياارب	Egypt
لقد رايت الثقب فى سفينتك منذ اليوم الاول للرحله ولكننى قررت الابحار معك ظنا منى بان الحب يصنع المعجزات	Lebanon
يارب نجينا من كل شر وشبه شر	Lebanon
الشيخ صادق الغرىانى احسن عملا وعلى النوام والمتبطحين ان يستيقظوا من ومهم العميق قبل فوت الاوان متضامنون مع الشيخ ومافتى به الحق يعلو ولا يعلى عليه الرياده النفوذ لا تدرك باصناعه الذواعش الارهب وتمويل الفصائل الظلامهم يه	Morocco
ان شاء الله	Morocco
دوما انا فى الانحاء عندما اجد دخان المامرات والمكر والخداع سوف تجدنى امامك القنك درسا لن تنساه ابدا	Somalia
